"Time","Length","Sequence Number","Acknowledgment Number","Info"
"15.643081974","17858","38030659","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=38030659 Ack=1 Win=65280 Len=17792 TSval=2972607438 TSecr=1160812310"
"15.850229185","66","38048450","1","[TCP Keep-Alive] 19  >  57254 [ACK] Seq=38048450 Ack=1 Win=65280 Len=0 TSval=2972607645 TSecr=1160812311"
"15.861022624","11210","38048451","1","19  >  57254 [PSH, ACK] Seq=38048451 Ack=1 Win=65280 Len=11144 TSval=2972607656 TSecr=1160812528"
"15.861050968","65226","38059595","1","19  >  57254 [PSH, ACK] Seq=38059595 Ack=1 Win=65280 Len=65160 TSval=2972607656 TSecr=1160812528"
"15.861054134","65226","38124755","1","19  >  57254 [PSH, ACK] Seq=38124755 Ack=1 Win=65280 Len=65160 TSval=2972607656 TSecr=1160812528"
"15.861060426","34818","38189915","1","19  >  57254 [PSH, ACK] Seq=38189915 Ack=1 Win=65280 Len=34752 TSval=2972607656 TSecr=1160812528"
"15.861379144","30474","38224667","1","19  >  57254 [PSH, ACK] Seq=38224667 Ack=1 Win=65280 Len=30408 TSval=2972607656 TSecr=1160812529"
"15.861872312","65226","38255075","1","19  >  57254 [PSH, ACK] Seq=38255075 Ack=1 Win=65280 Len=65160 TSval=2972607657 TSecr=1160812529"
"15.861891389","3898","38320235","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=38320235 Ack=1 Win=65280 Len=3832 TSval=2972607657 TSecr=1160812529"
"15.868841510","34242","38324067","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=38324067 Ack=1 Win=65280 Len=34176 TSval=2972607664 TSecr=1160812536"
"16.051640504","27218","38358243","1","19  >  57254 [PSH, ACK] Seq=38358243 Ack=1 Win=65280 Len=27152 TSval=2972607846 TSecr=1160812719"
"16.051670272","65226","38385395","1","19  >  57254 [PSH, ACK] Seq=38385395 Ack=1 Win=65280 Len=65160 TSval=2972607846 TSecr=1160812719"
"16.051673979","65226","38450555","1","19  >  57254 [PSH, ACK] Seq=38450555 Ack=1 Win=65280 Len=65160 TSval=2972607846 TSecr=1160812719"
"16.051680992","26130","38515715","1","19  >  57254 [PSH, ACK] Seq=38515715 Ack=1 Win=65280 Len=26064 TSval=2972607846 TSecr=1160812719"
"16.052355336","39162","38541779","1","19  >  57254 [PSH, ACK] Seq=38541779 Ack=1 Win=65280 Len=39096 TSval=2972607847 TSecr=1160812720"
"16.052370244","50442","38580875","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=38580875 Ack=1 Win=65280 Len=50376 TSval=2972607847 TSecr=1160812720"
"16.053012003","14850","38631251","1","19  >  57254 [PSH, ACK] Seq=38631251 Ack=1 Win=65280 Len=14784 TSval=2972607848 TSecr=1160812720"
"16.053038324","27578","38646035","1","19  >  57254 [PSH, ACK] Seq=38646035 Ack=1 Win=65280 Len=27512 TSval=2972607848 TSecr=1160812720"
"16.053596795","19906","38673547","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=38673547 Ack=1 Win=65280 Len=19840 TSval=2972607848 TSecr=1160812721"
"16.225438309","17874","38693387","1","19  >  57254 [PSH, ACK] Seq=38693387 Ack=1 Win=65280 Len=17808 TSval=2972608020 TSecr=1160812893"
"16.225464830","65226","38711195","1","19  >  57254 [PSH, ACK] Seq=38711195 Ack=1 Win=65280 Len=65160 TSval=2972608020 TSecr=1160812893"
"16.225472996","62330","38776355","1","19  >  57254 [PSH, ACK] Seq=38776355 Ack=1 Win=65280 Len=62264 TSval=2972608020 TSecr=1160812893"
"16.225974430","2962","38838619","1","19  >  57254 [PSH, ACK] Seq=38838619 Ack=1 Win=65280 Len=2896 TSval=2972608021 TSecr=1160812893"
"16.225984058","65226","38841515","1","19  >  57254 [PSH, ACK] Seq=38841515 Ack=1 Win=65280 Len=65160 TSval=2972608021 TSecr=1160812893"
"16.232844900","34242","38906675","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=38906675 Ack=1 Win=65280 Len=34176 TSval=2972608028 TSecr=1160812900"
"16.355694453","31050","38940851","1","19  >  57254 [PSH, ACK] Seq=38940851 Ack=1 Win=65280 Len=30984 TSval=2972608150 TSecr=1160813023"
"16.355722657","65226","38971835","1","19  >  57254 [PSH, ACK] Seq=38971835 Ack=1 Win=65280 Len=65160 TSval=2972608150 TSecr=1160813023"
"16.355728819","56538","39036995","1","19  >  57254 [PSH, ACK] Seq=39036995 Ack=1 Win=65280 Len=56472 TSval=2972608150 TSecr=1160813023"
"16.356233281","8754","39093467","1","19  >  57254 [PSH, ACK] Seq=39093467 Ack=1 Win=65280 Len=8688 TSval=2972608151 TSecr=1160813024"
"16.356252688","65226","39102155","1","19  >  57254 [PSH, ACK] Seq=39102155 Ack=1 Win=65280 Len=65160 TSval=2972608151 TSecr=1160813024"
"16.356256936","1994","39167315","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=39167315 Ack=1 Win=65280 Len=1928 TSval=2972608151 TSecr=1160813024"
"16.364781993","34242","39169243","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=39169243 Ack=1 Win=65280 Len=34176 TSval=2972608160 TSecr=1160813032"
"16.567697072","29122","39203419","1","19  >  57254 [PSH, ACK] Seq=39203419 Ack=1 Win=65280 Len=29056 TSval=2972608362 TSecr=1160813235"
"16.567725416","65226","39232475","1","19  >  57254 [PSH, ACK] Seq=39232475 Ack=1 Win=65280 Len=65160 TSval=2972608362 TSecr=1160813235"
"16.567727981","65226","39297635","1","19  >  57254 [PSH, ACK] Seq=39297635 Ack=1 Win=65280 Len=65160 TSval=2972608362 TSecr=1160813235"
"16.567736528","36266","39362795","1","19  >  57254 [PSH, ACK] Seq=39362795 Ack=1 Win=65280 Len=36200 TSval=2972608362 TSecr=1160813235"
"16.568123178","29026","39398995","1","19  >  57254 [PSH, ACK] Seq=39398995 Ack=1 Win=65280 Len=28960 TSval=2972608363 TSecr=1160813236"
"16.573513074","65226","39427955","1","19  >  57254 [PSH, ACK] Seq=39427955 Ack=1 Win=65280 Len=65160 TSval=2972608368 TSecr=1160813241"
"16.573540317","30522","39493115","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=39493115 Ack=1 Win=65280 Len=30456 TSval=2972608368 TSecr=1160813241"
"16.574062150","34770","39523571","1","19  >  57254 [PSH, ACK] Seq=39523571 Ack=1 Win=65280 Len=34704 TSval=2972608369 TSecr=1160813242"
"16.574082199","11650","39558275","1","19  >  57254 [PSH, ACK] Seq=39558275 Ack=1 Win=65280 Len=11584 TSval=2972608369 TSecr=1160813242"
"16.576599723","21954","39569859","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=39569859 Ack=1 Win=65280 Len=21888 TSval=2972608371 TSecr=1160813244"
"16.767700440","31754","39591747","1","19  >  57254 [PSH, ACK] Seq=39591747 Ack=1 Win=65280 Len=31688 TSval=2972608562 TSecr=1160813435"
"16.767724206","65226","39623435","1","19  >  57254 [PSH, ACK] Seq=39623435 Ack=1 Win=65280 Len=65160 TSval=2972608562 TSecr=1160813435"
"16.767725819","65226","39688595","1","19  >  57254 [PSH, ACK] Seq=39688595 Ack=1 Win=65280 Len=65160 TSval=2972608562 TSecr=1160813435"
"16.767731340","7306","39753755","1","19  >  57254 [PSH, ACK] Seq=39753755 Ack=1 Win=65280 Len=7240 TSval=2972608562 TSecr=1160813435"
"16.768238329","57986","39760995","1","19  >  57254 [PSH, ACK] Seq=39760995 Ack=1 Win=65280 Len=57920 TSval=2972608563 TSecr=1160813436"
"16.768266523","25474","39818915","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=39818915 Ack=1 Win=65280 Len=25408 TSval=2972608563 TSecr=1160813436"
"16.777045524","38338","39844323","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=39844323 Ack=1 Win=65280 Len=38272 TSval=2972608572 TSecr=1160813444"
"16.777657918","1546","39882595","1","19  >  57254 [PSH, ACK] Seq=39882595 Ack=1 Win=65280 Len=1480 TSval=2972608572 TSecr=1160813445"
"16.777677716","15994","39884075","1","19  >  57254 [PSH, ACK] Seq=39884075 Ack=1 Win=65280 Len=15928 TSval=2972608572 TSecr=1160813445"
"16.912472154","49298","39900003","1","19  >  57254 [PSH, ACK] Seq=39900003 Ack=1 Win=65280 Len=49232 TSval=2972608707 TSecr=1160813580"
"16.912500659","65226","39949235","1","19  >  57254 [PSH, ACK] Seq=39949235 Ack=1 Win=65280 Len=65160 TSval=2972608707 TSecr=1160813580"
"16.912508545","45546","40014395","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40014395 Ack=1 Win=65280 Len=45480 TSval=2972608707 TSecr=1160813580"
"16.913350083","19746","40059875","1","19  >  57254 [PSH, ACK] Seq=40059875 Ack=1 Win=65280 Len=19680 TSval=2972608708 TSecr=1160813581"
"16.913362197","55090","40079555","1","19  >  57254 [PSH, ACK] Seq=40079555 Ack=1 Win=65280 Len=55024 TSval=2972608708 TSecr=1160813581"
"16.913878320","10202","40134579","1","19  >  57254 [PSH, ACK] Seq=40134579 Ack=1 Win=65280 Len=10136 TSval=2972608709 TSecr=1160813582"
"16.913897286","26154","40144715","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40144715 Ack=1 Win=65280 Len=26088 TSval=2972608709 TSecr=1160813582"
"17.046255164","39138","40170803","1","19  >  57254 [PSH, ACK] Seq=40170803 Ack=1 Win=65280 Len=39072 TSval=2972608841 TSecr=1160813714"
"17.046282647","65226","40209875","1","19  >  57254 [PSH, ACK] Seq=40209875 Ack=1 Win=65280 Len=65160 TSval=2972608841 TSecr=1160813714"
"17.046288498","50746","40275035","1","19  >  57254 [PSH, ACK] Seq=40275035 Ack=1 Win=65280 Len=50680 TSval=2972608841 TSecr=1160813714"
"17.046865293","14546","40325715","1","19  >  57254 [PSH, ACK] Seq=40325715 Ack=1 Win=65280 Len=14480 TSval=2972608842 TSecr=1160813714"
"17.046901152","60722","40340195","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40340195 Ack=1 Win=65280 Len=60656 TSval=2972608842 TSecr=1160813714"
"17.047751015","4570","40400851","1","19  >  57254 [PSH, ACK] Seq=40400851 Ack=1 Win=65280 Len=4504 TSval=2972608843 TSecr=1160813715"
"17.047777226","30474","40405355","1","19  >  57254 [PSH, ACK] Seq=40405355 Ack=1 Win=65280 Len=30408 TSval=2972608843 TSecr=1160813715"
"17.061808062","1514","40434315","1","[TCP Retransmission] 19  >  57254 [ACK] Seq=40434315 Ack=1 Win=65280 Len=1448 TSval=2972608857 TSecr=1160813715"
"17.273743839","1474","40435763","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40435763 Ack=1 Win=65280 Len=1408 TSval=2972609069 TSecr=1160813736"
"17.276514626","33410","40437171","1","19  >  57254 [PSH, ACK] Seq=40437171 Ack=1 Win=65280 Len=33344 TSval=2972609071 TSecr=1160813944"
"17.276531528","65226","40470515","1","19  >  57254 [PSH, ACK] Seq=40470515 Ack=1 Win=65280 Len=65160 TSval=2972609071 TSecr=1160813944"
"17.276533562","65226","40535675","1","19  >  57254 [PSH, ACK] Seq=40535675 Ack=1 Win=65280 Len=65160 TSval=2972609071 TSecr=1160813944"
"17.276537530","20338","40600835","1","19  >  57254 [PSH, ACK] Seq=40600835 Ack=1 Win=65280 Len=20272 TSval=2972609071 TSecr=1160813944"
"17.277155495","44954","40621107","1","19  >  57254 [PSH, ACK] Seq=40621107 Ack=1 Win=65280 Len=44888 TSval=2972609072 TSecr=1160813945"
"17.277164963","44650","40665995","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40665995 Ack=1 Win=65280 Len=44584 TSval=2972609072 TSecr=1160813945"
"17.277678653","20642","40710579","1","19  >  57254 [PSH, ACK] Seq=40710579 Ack=1 Win=65280 Len=20576 TSval=2972609072 TSecr=1160813945"
"17.277685556","23234","40731155","1","19  >  57254 [PSH, ACK] Seq=40731155 Ack=1 Win=65280 Len=23168 TSval=2972609072 TSecr=1160813945"
"17.278215918","19906","40754323","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40754323 Ack=1 Win=65280 Len=19840 TSval=2972609073 TSecr=1160813946"
"17.400399833","22218","40774163","1","19  >  57254 [PSH, ACK] Seq=40774163 Ack=1 Win=65280 Len=22152 TSval=2972609195 TSecr=1160814068"
"17.400427747","65226","40796315","1","19  >  57254 [PSH, ACK] Seq=40796315 Ack=1 Win=65280 Len=65160 TSval=2972609195 TSecr=1160814068"
"17.400433228","62330","40861475","1","19  >  57254 [PSH, ACK] Seq=40861475 Ack=1 Win=65280 Len=62264 TSval=2972609195 TSecr=1160814068"
"17.400865634","2962","40923739","1","19  >  57254 [PSH, ACK] Seq=40923739 Ack=1 Win=65280 Len=2896 TSval=2972609196 TSecr=1160814069"
"17.400881735","65226","40926635","1","19  >  57254 [PSH, ACK] Seq=40926635 Ack=1 Win=65280 Len=65160 TSval=2972609196 TSecr=1160814069"
"17.400884470","3050","40991795","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40991795 Ack=1 Win=65280 Len=2984 TSval=2972609196 TSecr=1160814069"
"17.401324809","34242","40994779","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=40994779 Ack=1 Win=65280 Len=34176 TSval=2972609196 TSecr=1160814069"
"17.558114196","28066","41028955","1","19  >  57254 [PSH, ACK] Seq=41028955 Ack=1 Win=65280 Len=28000 TSval=2972609353 TSecr=1160814226"
"17.558149234","65226","41056955","1","19  >  57254 [PSH, ACK] Seq=41056955 Ack=1 Win=65280 Len=65160 TSval=2972609353 TSecr=1160814226"
"17.558156277","57986","41122115","1","19  >  57254 [PSH, ACK] Seq=41122115 Ack=1 Win=65280 Len=57920 TSval=2972609353 TSecr=1160814226"
"17.559173965","7306","41180035","1","19  >  57254 [PSH, ACK] Seq=41180035 Ack=1 Win=65280 Len=7240 TSval=2972609354 TSecr=1160814227"
"17.559193552","65226","41187275","1","19  >  57254 [PSH, ACK] Seq=41187275 Ack=1 Win=65280 Len=65160 TSval=2972609354 TSecr=1160814227"
"17.559828153","36290","41252435","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=41252435 Ack=1 Win=65280 Len=36224 TSval=2972609355 TSecr=1160814228"
"17.560278739","17858","41288659","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=41288659 Ack=1 Win=65280 Len=17792 TSval=2972609355 TSecr=1160814228"
"17.733690224","11210","41306451","1","19  >  57254 [PSH, ACK] Seq=41306451 Ack=1 Win=65280 Len=11144 TSval=2972609528 TSecr=1160814401"
"17.733713539","65226","41317595","1","19  >  57254 [PSH, ACK] Seq=41317595 Ack=1 Win=65280 Len=65160 TSval=2972609528 TSecr=1160814401"
"17.733715273","65226","41382755","1","19  >  57254 [PSH, ACK] Seq=41382755 Ack=1 Win=65280 Len=65160 TSval=2972609528 TSecr=1160814401"
"17.733720577","34818","41447915","1","19  >  57254 [PSH, ACK] Seq=41447915 Ack=1 Win=65280 Len=34752 TSval=2972609528 TSecr=1160814401"
"17.734265219","30474","41482667","1","19  >  57254 [PSH, ACK] Seq=41482667 Ack=1 Win=65280 Len=30408 TSval=2972609529 TSecr=1160814402"
"17.734289065","55034","41513075","1","[TCP Window Full] 19  >  57254 [PSH, ACK] Seq=41513075 Ack=1 Win=65280 Len=54968 TSval=2972609529 TSecr=1160814402"
"17.734828649","10258","41568043","1","19  >  57254 [PSH, ACK] Seq=41568043 Ack=1 Win=65280 Len=10192 TSval=2972609530 TSecr=1160814403"
"17.734850340","29026","41578235","1","19  >  57254 [PSH, ACK] Seq=41578235 Ack=1 Win=65280 Len=28960 TSval=2972609530 TSecr=1160814403"
